ID,Usuario,Actividad,Fecha y Hora
20231005022817862036,admin,Inicio informaciï¿½n empresa,2023-10-05 02:28:17
20231005022818026085,admin,Inicio informaciï¿½n empresa,2023-10-05 02:28:18
20231005022820164896,admin,Inicio Index,2023-10-05 02:28:20
20231005022822882733,admin,Cierre de sesiï¿½n,2023-10-05 02:28:22
20231005022825740976,seba,Inicio Index,2023-10-05 02:28:25
20231005022832579848,seba,Inicio Ventas,2023-10-05 02:28:32
20231005022835266010,seba,Inicio Ventas,2023-10-05 02:28:35
20231005022836510857,seba,Inicio Informes,2023-10-05 02:28:36
20231005022838003690,seba,Inicio Inventario,2023-10-05 02:28:38
20231005022840072264,seba,Inicio Cambiar Folio,2023-10-05 02:28:40
20231005022841612068,seba,Inicio Registro usuario,2023-10-05 02:28:41
20231005022843669875,seba,Inicio informaciï¿½n empresa,2023-10-05 02:28:43
20231005022847042360,seba,Inicio Index,2023-10-05 02:28:47
20231005022932424207,seba,Inicio Index,2023-10-05 02:29:32
20231005022934958163,seba,Inicio Registro de Articulo,2023-10-05 02:29:34
20231005022935541859,seba,Inicio Editar Articulo,2023-10-05 02:29:35
20231005022936545189,seba,Inicio  auditoria,2023-10-05 02:29:36
20231005022937335141,seba,Inicio Index,2023-10-05 02:29:37
20231005023049868737,seba,Inicio Index,2023-10-05 02:30:49
20231005023050934771,seba,Inicio Ventas,2023-10-05 02:30:50
20231005023051508306,seba,Inicio Informes,2023-10-05 02:30:51
20231005023055858433,seba,Inicio Inventario,2023-10-05 02:30:55
20231005023058334967,seba,Inicio Registro de Articulo,2023-10-05 02:30:58
20231005023058989002,seba,Inicio Editar Articulo,2023-10-05 02:30:58
20231005023100183537,seba,Inicio Inventario,2023-10-05 02:31:00
20231005023113456171,seba,Inicio Index,2023-10-05 02:31:13
20231005023113996665,seba,Inicio Ventas,2023-10-05 02:31:13
20231005023114868495,seba,Inicio Informes,2023-10-05 02:31:14
20231005023137884620,seba,Inicio Index,2023-10-05 02:31:37
20231005023138514396,seba,Inicio Ventas,2023-10-05 02:31:38
20231005023140623264,seba,Inicio Informes,2023-10-05 02:31:40
20231005023142316450,seba,Inicio Inventario,2023-10-05 02:31:42
20231005023144520247,seba,Inicio Registro de Articulo,2023-10-05 02:31:44
20231005023145083004,seba,Inicio Editar Articulo,2023-10-05 02:31:45
20231005023147403685,seba,Inicio  auditoria,2023-10-05 02:31:47
20231005023151485407,seba,Inicio Cambiar Folio,2023-10-05 02:31:51
20231005023152198661,seba,Inicio Registro usuario,2023-10-05 02:31:52
20231005023153783405,seba,Inicio informaciï¿½n empresa,2023-10-05 02:31:53
20231005023155796892,seba,Inicio Index,2023-10-05 02:31:55
20231005023158388921,seba,Cierre de sesiï¿½n,2023-10-05 02:31:58
20231005023204353748,vendedor,Inicio Index,2023-10-05 02:32:04
20231005023704107523,vendedor,Inicio Index,2023-10-05 02:37:04
20231005023716590738,vendedor,Inicio Index,2023-10-05 02:37:16
20231005023718994264,vendedor,Inicio Index,2023-10-05 02:37:18
20231005023721346618,vendedor,Inicio Index,2023-10-05 02:37:21
20231005023722118091,vendedor,Inicio Index,2023-10-05 02:37:22
20231005023723430404,vendedor,Inicio Index,2023-10-05 02:37:23
20231005023726280778,vendedor,Inicio Index,2023-10-05 02:37:26
20231005023728064444,vendedor,Inicio Index,2023-10-05 02:37:28
20231005023729925649,vendedor,Inicio Ventas,2023-10-05 02:37:29
20231005023731311774,vendedor,Inicio Index,2023-10-05 02:37:31
20231005023733462608,vendedor,Inicio Index,2023-10-05 02:37:33
20231005024130112281,vendedor,Inicio Index,2023-10-05 02:41:30
20231005024131556111,vendedor,Inicio Index,2023-10-05 02:41:31
20231005024133070818,vendedor,Inicio Index,2023-10-05 02:41:33
20231005024133553214,vendedor,Inicio Index,2023-10-05 02:41:33
20231005024134206965,vendedor,Inicio  auditoria,2023-10-05 02:41:34
20231005024135397070,vendedor,Inicio Index,2023-10-05 02:41:35
20231005024312045836,vendedor,Inicio Index,2023-10-05 02:43:12
20231005024317339683,vendedor,Inicio Index,2023-10-05 02:43:17
20231005024319153371,vendedor,Inicio Index,2023-10-05 02:43:19
20231005024319704906,vendedor,Inicio Index,2023-10-05 02:43:19
20231005024342587244,vendedor,Inicio Informes,2023-10-05 02:43:42
20231005024344457893,vendedor,Inicio  auditoria,2023-10-05 02:43:44
20231005024345716689,vendedor,Inicio Index,2023-10-05 02:43:45
20231005024414997426,vendedor,Inicio Index,2023-10-05 02:44:14
20231005024418143643,vendedor,Inicio Index,2023-10-05 02:44:18
20231005024420332721,vendedor,Inicio Index,2023-10-05 02:44:20
20231005024421816267,vendedor,Inicio Index,2023-10-05 02:44:21
20231005024422994465,vendedor,Inicio Ventas,2023-10-05 02:44:22
20231005024423627308,vendedor,Inicio Informes,2023-10-05 02:44:23
20231005024424346493,vendedor,Inicio Index,2023-10-05 02:44:24
20231005024454049062,vendedor,Inicio Index,2023-10-05 02:44:54
20231005024454554911,vendedor,Inicio Ventas,2023-10-05 02:44:54
20231005024455867508,vendedor,Inicio Informes,2023-10-05 02:44:55
20231005024457109662,vendedor,Inicio Inventario,2023-10-05 02:44:57
20231005024458564793,vendedor,Inicio  auditoria,2023-10-05 02:44:58
20231005024502120610,vendedor,Inicio mostrar auditoria,2023-10-05 02:45:02
20231005024518324841,vendedor,Inicio Informes,2023-10-05 02:45:18
20231005024534671172,vendedor,Inicio Index,2023-10-05 02:45:34
20231005024535993467,vendedor,Inicio Informes,2023-10-05 02:45:35
20231005024538551101,vendedor,Inicio Index,2023-10-05 02:45:38
20231005024539255181,vendedor,Inicio Index,2023-10-05 02:45:39
20231005024540274582,vendedor,Inicio Index,2023-10-05 02:45:40
20231005024540639397,vendedor,Inicio  auditoria,2023-10-05 02:45:40
20231005024541483555,vendedor,Cierre de sesiï¿½n,2023-10-05 02:45:41
20231005024546903556,admin,Inicio Index,2023-10-05 02:45:46
20231005024549604304,admin,Inicio Registro usuario,2023-10-05 02:45:49
20231005024552026755,admin,Inicio Cambiar Folio,2023-10-05 02:45:52
20231005024553139486,admin,Inicio Index,2023-10-05 02:45:53
20231005024604100630,admin,Inicio Index,2023-10-05 02:46:04
20231005024606782583,admin,Inicio informaciï¿½n empresa,2023-10-05 02:46:06
20231005024607703650,admin,Inicio Registro usuario,2023-10-05 02:46:07
20231005024612116978,admin,Inicio Registro usuario,2023-10-05 02:46:12
20231005024613516470,admin,Inicio Index,2023-10-05 02:46:13
20231005024618275063,admin,Inicio Index,2023-10-05 02:46:18
20231005024618848707,admin,Inicio Ventas,2023-10-05 02:46:18
20231005024622471258,admin,Inicio Informes,2023-10-05 02:46:22
20231005024649988127,admin,Inicio Ventas,2023-10-05 02:46:49
20231005024650520633,admin,Inicio Informes,2023-10-05 02:46:50
20231005024652016447,admin,Inicio Index,2023-10-05 02:46:52
20231005024653556990,admin,Inicio Cambiar Folio,2023-10-05 02:46:53
20231005024658612562,admin,Inicio Index,2023-10-05 02:46:58
20231005024659186882,admin,Inicio Ventas,2023-10-05 02:46:59
20231005024700514084,admin,Inicio Informes,2023-10-05 02:47:00
20231005024703141648,admin,Inicio Inventario,2023-10-05 02:47:03
20231005231408465702,admin,Inicio Index,2023-10-05 23:14:08
20231005231625468856,admin,Inicio Index,2023-10-05 23:16:25
20231005231626203365,admin,Inicio Ventas,2023-10-05 23:16:26
20231005231626881690,admin,Inicio Informes,2023-10-05 23:16:26
20231005231629428633,admin,Inicio Registro de Articulo,2023-10-05 23:16:29
20231005231630014327,admin,Inicio Editar Articulo,2023-10-05 23:16:30
20231005231630549830,admin,Inicio  auditoria,2023-10-05 23:16:30
20231005231632405395,admin,Inicio Cambiar Folio,2023-10-05 23:16:32
20231005231633021627,admin,Inicio Registro usuario,2023-10-05 23:16:33
20231005231634224759,admin,Inicio Index,2023-10-05 23:16:34
20231005232655643287,admin,Inicio Inventario,2023-10-05 23:26:55
20231005232656335356,admin,Inicio  auditoria,2023-10-05 23:26:56
20231005232751503529,admin,Inicio  auditoria,2023-10-05 23:27:51
20231005232824375364,admin,Inicio  auditoria,2023-10-05 23:28:24
20231005232850353783,admin,Inicio  auditoria,2023-10-05 23:28:50
20231005232858352458,admin,Inicio  auditoria,2023-10-05 23:28:58
20231005232912049392,admin,Cierre de sesiï¿½n,2023-10-05 23:29:12
20231005232920837950,vendedor,Inicio Index,2023-10-05 23:29:20
20231005232923390238,vendedor,Inicio  auditoria,2023-10-05 23:29:23
20231005232936507430,vendedor,Inicio Ventas,2023-10-05 23:29:36
20231005232941766894,vendedor,Inicio Index,2023-10-05 23:29:41
20231005232942261389,vendedor,Inicio Ventas,2023-10-05 23:29:42
20231005232944599221,vendedor,Inicio Inventario,2023-10-05 23:29:44
20231005232946906759,vendedor,Inicio Index,2023-10-05 23:29:46
20231005232948103134,vendedor,Inicio Ventas,2023-10-05 23:29:48
20231005232948662752,vendedor,Inicio Informes,2023-10-05 23:29:48
20231005232952242949,vendedor,Inicio Index,2023-10-05 23:29:52
20231005232953705017,vendedor,Inicio Index,2023-10-05 23:29:53
20231005232954151163,vendedor,Inicio  auditoria,2023-10-05 23:29:54
20231005232955488379,vendedor,Inicio Index,2023-10-05 23:29:55
20231005232956418125,vendedor,Inicio  auditoria,2023-10-05 23:29:56
20231005233223929561,vendedor,Inicio Index,2023-10-05 23:32:23
20231005233224477374,vendedor,Inicio Ventas,2023-10-05 23:32:24
20231005233225714128,vendedor,Inicio Informes,2023-10-05 23:32:25
20231005233230231247,vendedor,Inicio Inventario,2023-10-05 23:32:30
20231005233234137519,vendedor,Inicio  auditoria,2023-10-05 23:32:34
20231005233256518447,vendedor,Inicio Index,2023-10-05 23:32:56
20231005233257135858,vendedor,Inicio Inventario,2023-10-05 23:32:57
20231005233258463808,vendedor,Inicio Informes,2023-10-05 23:32:58
20231005233303044233,vendedor,Inicio Informes,2023-10-05 23:33:03
20231005233304755132,vendedor,Inicio  auditoria,2023-10-05 23:33:04
20231005233348509221,vendedor,Inicio Index,2023-10-05 23:33:48
20231005233349077128,vendedor,Inicio Inventario,2023-10-05 23:33:49
20231005233351045175,vendedor,Inicio Informes,2023-10-05 23:33:51
20231005233445892719,vendedor,Inicio Index,2023-10-05 23:34:45
20231005233446548181,vendedor,Inicio Ventas,2023-10-05 23:34:46
20231005233447749331,vendedor,Inicio Informes,2023-10-05 23:34:47
20231005233449021740,vendedor,Inicio Inventario,2023-10-05 23:34:49
20231005233450380021,vendedor,Inicio Index,2023-10-05 23:34:50
20231005233451783038,vendedor,Inicio Index,2023-10-05 23:34:51
20231005233452887036,vendedor,Cierre de sesiï¿½n,2023-10-05 23:34:52
20231005233456355446,admin,Inicio Index,2023-10-05 23:34:56
20231005233458565085,admin,Inicio Index,2023-10-05 23:34:58
20231005233459098268,admin,Inicio Ventas,2023-10-05 23:34:59
20231005233501976387,admin,Inicio Informes,2023-10-05 23:35:01
20231005233502902271,admin,Inicio Inventario,2023-10-05 23:35:02
20231005233503969508,admin,Inicio Registro de Articulo,2023-10-05 23:35:03
20231005233504536216,admin,Inicio Editar Articulo,2023-10-05 23:35:04
20231005233506289437,admin,Inicio  auditoria,2023-10-05 23:35:06
20231005233509560953,admin,Inicio Cambiar Folio,2023-10-05 23:35:09
20231005233510247546,admin,Inicio Registro usuario,2023-10-05 23:35:10
20231005233511384082,admin,Inicio Cambiar Folio,2023-10-05 23:35:11
20231005233515361581,admin,Inicio Index,2023-10-05 23:35:15
20231005233516204036,admin,Inicio Ventas,2023-10-05 23:35:16
20231005233518156321,admin,Inicio Informes,2023-10-05 23:35:18
20231005233526271211,admin,Inicio Inventario,2023-10-05 23:35:26
20231005233527867698,admin,Inicio Informes,2023-10-05 23:35:27
20231005233533162212,admin,Inicio Registro de Articulo,2023-10-05 23:35:33
20231005233534303241,admin,Inicio Editar Articulo,2023-10-05 23:35:34
20231005233536911842,admin,Inicio  auditoria,2023-10-05 23:35:36
20231005233541233044,admin,Inicio Cambiar Folio,2023-10-05 23:35:41
20231005233543557199,admin,Inicio Registro usuario,2023-10-05 23:35:43
20231005233544766171,admin,Inicio informaciï¿½n empresa,2023-10-05 23:35:44
20231005233547032052,admin,Inicio informaciï¿½n empresa,2023-10-05 23:35:47
20231005233548167461,admin,Inicio Cambiar Folio,2023-10-05 23:35:48
20231005233548893290,admin,Inicio Registro usuario,2023-10-05 23:35:48
20231005233550431480,admin,Inicio informaciï¿½n empresa,2023-10-05 23:35:50
20231005233550924981,admin,Inicio Registro usuario,2023-10-05 23:35:50
20231005233552915180,admin,Inicio Index,2023-10-05 23:35:52
20231005233605762389,admin,Inicio Index,2023-10-05 23:36:05
20231005233606254924,admin,Inicio Ventas,2023-10-05 23:36:06
20231005233607071063,admin,Inicio Index,2023-10-05 23:36:07
20231005233941105632,admin,Inicio Ventas,2023-10-05 23:39:41
20231005233944821747,admin,Inicio Inventario,2023-10-05 23:39:44
20231005233949230975,admin,Inicio Informes,2023-10-05 23:39:49
20231005233950576869,admin,Inicio Inventario,2023-10-05 23:39:50
20231005233951139415,admin,Inicio Registro de Articulo,2023-10-05 23:39:51
20231005233951835282,admin,Inicio Editar Articulo,2023-10-05 23:39:51
20231005233953272258,admin,Inicio  auditoria,2023-10-05 23:39:53
20231005234215528849,admin,Inicio  auditoria,2023-10-05 23:42:15
20231005234351690851,admin,Inicio Index,2023-10-05 23:43:51
20231005234352635948,admin,Inicio Ventas,2023-10-05 23:43:52
20231005234353919971,admin,Inicio Informes,2023-10-05 23:43:53
20231005234408865991,admin,Inicio Informes,2023-10-05 23:44:08
20231005234409989596,admin,Inicio Ventas,2023-10-05 23:44:09
20231005234412939814,admin,Inicio Index,2023-10-05 23:44:12
20231005234414460495,admin,Inicio Inventario,2023-10-05 23:44:14
20231005234417839767,admin,Inicio  auditoria,2023-10-05 23:44:17
20231005234722424763,admin,Inicio  auditoria,2023-10-05 23:47:22
20231006000001564771,admin,Inicio Index,2023-10-06 00:00:01
20231009141725280283,admin,Inicio Index,2023-10-09 14:17:25
20231009141726306199,admin,Inicio Ventas,2023-10-09 14:17:26
20231009141728576247,admin,Inicio  auditoria,2023-10-09 14:17:28
20231009141732150402,admin,Inicio Index,2023-10-09 14:17:32
20231009142108079593,admin,Inicio Index,2023-10-09 14:21:08
20231009174717424136,admin,Inicio Index,2023-10-09 17:47:17
20231009174720010256,admin,Inicio Index,2023-10-09 17:47:20
20231009174738434801,admin,Inicio Index,2023-10-09 17:47:38
20231009174740440809,admin,Inicio Index,2023-10-09 17:47:40
20231009174742816851,admin,Inicio Index,2023-10-09 17:47:42
20231009174744969413,admin,Inicio Index,2023-10-09 17:47:44
20231009174804430779,admin,Inicio Index,2023-10-09 17:48:04
20231009174806438688,admin,Inicio Index,2023-10-09 17:48:06
20231009174819797599,admin,Inicio Index,2023-10-09 17:48:19
20231009174822222066,admin,Inicio Index,2023-10-09 17:48:22
20231009174937596671,admin,Inicio Index,2023-10-09 17:49:37
20231009174938309300,admin,Inicio Ventas,2023-10-09 17:49:38
20231009174940086961,admin,Inicio Inventario,2023-10-09 17:49:40
20231009174941317038,admin,Inicio Inventario,2023-10-09 17:49:41
20231009174941943767,admin,Inicio Informes,2023-10-09 17:49:41
20231009174945640155,admin,Inicio Informes,2023-10-09 17:49:45
20231009174948125411,admin,Inicio Ventas,2023-10-09 17:49:48
20231009174948759532,admin,Inicio Index,2023-10-09 17:49:48
20231009174958095049,admin,Inicio Index,2023-10-09 17:49:58
20231009175109749934,admin,Inicio Index,2023-10-09 17:51:09
20231009175110442579,admin,Inicio Ventas,2023-10-09 17:51:10
20231009175113008221,admin,Inicio Informes,2023-10-09 17:51:13
20231009175115052977,admin,Inicio Inventario,2023-10-09 17:51:15
20231009175302458582,admin,Inicio Index,2023-10-09 17:53:02
20231009175303116641,admin,Inicio Ventas,2023-10-09 17:53:03
20231009175306025936,admin,Inicio Informes,2023-10-09 17:53:06
20231009175307161549,admin,Inicio Inventario,2023-10-09 17:53:07
20231009175308713117,admin,Inicio Registro de Articulo,2023-10-09 17:53:08
20231009175309385613,admin,Inicio Editar Articulo,2023-10-09 17:53:09
20231009175310496974,admin,Inicio  auditoria,2023-10-09 17:53:10
20231009175314375453,admin,Inicio  auditoria,2023-10-09 17:53:14
20231009175314685144,admin,Inicio  auditoria,2023-10-09 17:53:14
20231009175320303703,admin,Inicio Registro usuario,2023-10-09 17:53:20
20231009175321377404,admin,Inicio informaciï¿½n empresa,2023-10-09 17:53:21
20231009175323172366,admin,Inicio Registro usuario,2023-10-09 17:53:23
20231009175324408568,admin,Inicio informaciï¿½n empresa,2023-10-09 17:53:24
20231009175326414402,admin,Inicio Index,2023-10-09 17:53:26
20231009175327706562,admin,Inicio Ventas,2023-10-09 17:53:27
20231009175333608011,admin,Inicio Inventario,2023-10-09 17:53:33
20231009175347521497,admin,Inicio Index,2023-10-09 17:53:47
20231009175349067743,admin,Inicio Inventario,2023-10-09 17:53:49
20231009175416654788,admin,Inicio Index,2023-10-09 17:54:16
20231009175417427140,admin,Inicio Ventas,2023-10-09 17:54:17
20231009175418973801,admin,Inicio Index,2023-10-09 17:54:18
20231009175419933072,admin,Inicio Ventas,2023-10-09 17:54:19
20231009175420828575,admin,Inicio Informes,2023-10-09 17:54:20
20231009175422021355,admin,Inicio Inventario,2023-10-09 17:54:22
20231009175423546898,admin,Inicio Index,2023-10-09 17:54:23
20231009175426534983,admin,Inicio Inventario,2023-10-09 17:54:26
20231009175427411666,admin,Inicio Informes,2023-10-09 17:54:27
20231009175428117576,admin,Inicio Inventario,2023-10-09 17:54:28
20231009175431107582,admin,Inicio Registro de Articulo,2023-10-09 17:54:31
20231009175435028382,admin,Inicio Editar Articulo,2023-10-09 17:54:35
20231009175436539999,admin,Inicio Registro de Articulo,2023-10-09 17:54:36
20231009175556357599,admin,Inicio Index,2023-10-09 17:55:56
20231009175556910048,admin,Inicio Ventas,2023-10-09 17:55:56
20231009175559712289,admin,Inicio Ventas,2023-10-09 17:55:59
20231009175612496885,admin,Inicio Ventas,2023-10-09 17:56:12
20231009175620009857,admin,Inicio Ventas,2023-10-09 17:56:20
20231009175632931449,admin,Inicio  auditoria,2023-10-09 17:56:32
20231009175643107910,admin,Inicio  auditoria,2023-10-09 17:56:43
20231009175647695849,admin,Inicio Informes,2023-10-09 17:56:47
20231009175652507652,admin,Inicio Registro de Articulo,2023-10-09 17:56:52
20231009175653130640,admin,Inicio Editar Articulo,2023-10-09 17:56:53
20231009175654016757,admin,Inicio Index,2023-10-09 17:56:54
20231009175657275779,admin,Inicio informaciï¿½n empresa,2023-10-09 17:56:57
20231009175702106591,admin,Inicio Index,2023-10-09 17:57:02
20231009175704031694,admin,Inicio Ventas,2023-10-09 17:57:04
20231009175706022401,admin,Inicio Inventario,2023-10-09 17:57:06
20231009175733585577,admin,Inicio Index,2023-10-09 17:57:33
20231009175734193328,admin,Inicio Ventas,2023-10-09 17:57:34
20231009175735817496,admin,Inicio  auditoria,2023-10-09 17:57:35
20231009175746370137,admin,Inicio  auditoria,2023-10-09 17:57:46
20231009175746744703,admin,Inicio Editar Articulo,2023-10-09 17:57:46
20231009175757046316,admin,Inicio Index,2023-10-09 17:57:57
20231009175759192724,admin,Inicio Ventas,2023-10-09 17:57:59
20231009175759816014,admin,Inicio Index,2023-10-09 17:57:59
20231009175801796880,admin,Inicio Ventas,2023-10-09 17:58:01
20231009175802974653,admin,Inicio  auditoria,2023-10-09 17:58:02
20231009175803400258,admin,Inicio Editar Articulo,2023-10-09 17:58:03
20231009175804577618,admin,Inicio Registro de Articulo,2023-10-09 17:58:04
20231009175805627590,admin,Inicio Cambiar Folio,2023-10-09 17:58:05
20231009175806617553,admin,Inicio Informes,2023-10-09 17:58:06
20231009175825084411,admin,Inicio Index,2023-10-09 17:58:25
20231009212811273287,admin,Inicio Index,2023-10-09 21:28:11
20231009212814202276,admin,Inicio Index,2023-10-09 21:28:14
20231009212815181984,admin,Inicio Ventas,2023-10-09 21:28:15
20231009212817142142,admin,Inicio Informes,2023-10-09 21:28:17
20231009212818273318,admin,Inicio Inventario,2023-10-09 21:28:18
20231009212819983489,admin,Inicio Registro de Articulo,2023-10-09 21:28:19
20231009212822344324,admin,Inicio  auditoria,2023-10-09 21:28:22
20231009212831654200,admin,Inicio Index,2023-10-09 21:28:31
20231009212832931151,admin,Inicio Ventas,2023-10-09 21:28:32
20231009212836168287,admin,Inicio Ventas,2023-10-09 21:28:36
20231009212840225354,admin,Inicio Index,2023-10-09 21:28:40
20231009212841627927,admin,Inicio Ventas,2023-10-09 21:28:41
20231009212845876858,admin,Inicio Index,2023-10-09 21:28:45
20231009212848054316,admin,Inicio Ventas,2023-10-09 21:28:48
20231009212911335230,admin,Inicio Informes,2023-10-09 21:29:11
20231009212923071300,admin,Inicio Informes,2023-10-09 21:29:23
20231009212927065853,admin,Inicio Ventas,2023-10-09 21:29:27
20231009213214556909,admin,Inicio Ventas,2023-10-09 21:32:14
20231009213218611411,admin,Inicio Ventas,2023-10-09 21:32:18
20231009213346243653,admin,Inicio Ventas,2023-10-09 21:33:46
20231009213351731925,admin,Inicio Ventas,2023-10-09 21:33:51
20231009213519143087,admin,Inicio Ventas,2023-10-09 21:35:19
20231009213523420077,admin,Inicio Ventas,2023-10-09 21:35:23
20231009213629210363,admin,Inicio Ventas,2023-10-09 21:36:29
20231009213632738146,admin,Inicio Ventas,2023-10-09 21:36:32
20231009213647534739,admin,Inicio Ventas,2023-10-09 21:36:47
20231009213650625719,admin,Inicio Ventas,2023-10-09 21:36:50
20231009213843166484,admin,Inicio Ventas,2023-10-09 21:38:43
20231009213846226797,admin,Inicio Ventas,2023-10-09 21:38:46
20231009213935798154,admin,Inicio Ventas,2023-10-09 21:39:35
20231009213950702903,admin,Inicio Index,2023-10-09 21:39:50
20231009213951184573,admin,Inicio Ventas,2023-10-09 21:39:51
20231009213953316543,admin,Inicio Index,2023-10-09 21:39:53
20231009213954063435,admin,Inicio Ventas,2023-10-09 21:39:54
20231009213956134280,admin,Inicio Index,2023-10-09 21:39:56
20231009214001902676,admin,Inicio Index,2023-10-09 21:40:01
20231009214003118692,admin,Inicio Ventas,2023-10-09 21:40:03
20231009214007106505,admin,Inicio Index,2023-10-09 21:40:07
20231009214007589730,admin,Inicio Ventas,2023-10-09 21:40:07
20231009214021873244,admin,Inicio Index,2023-10-09 21:40:21
20231009214022459235,admin,Inicio Ventas,2023-10-09 21:40:22
20231009214025348111,admin,Inicio Informes,2023-10-09 21:40:25
20231009214028827988,admin,Inicio Inventario,2023-10-09 21:40:28
20231009214031114665,admin,Inicio Registro de Articulo,2023-10-09 21:40:31
20231009214031712989,admin,Inicio Editar Articulo,2023-10-09 21:40:31
20231009214032389214,admin,Inicio Registro de Articulo,2023-10-09 21:40:32
20231009214040016483,admin,Inicio  auditoria,2023-10-09 21:40:40
20231009214040632963,admin,Inicio Editar Articulo,2023-10-09 21:40:40
20231009214041214780,admin,Inicio Registro de Articulo,2023-10-09 21:40:41
20231009214042267326,admin,Inicio Cambiar Folio,2023-10-09 21:40:42
20231009214044190865,admin,Inicio Registro usuario,2023-10-09 21:40:44
20231009214045042723,admin,Inicio informaciï¿½n empresa,2023-10-09 21:40:45
20231009214045843203,admin,Inicio Index,2023-10-09 21:40:45
20231009214046976200,admin,Inicio Registro de Articulo,2023-10-09 21:40:46
20231009214047583444,admin,Inicio Editar Articulo,2023-10-09 21:40:47
20231009214048466378,admin,Inicio Registro de Articulo,2023-10-09 21:40:48
20231009214052753180,admin,Inicio Index,2023-10-09 21:40:52
20231009214145871714,admin,Inicio Ventas,2023-10-09 21:41:45
20231009214148081423,admin,Inicio Inventario,2023-10-09 21:41:48
20231009214631615430,admin,Inicio Inventario,2023-10-09 21:46:31
20231009214855615244,admin,Inicio Ventas,2023-10-09 21:48:55
20231009214858217375,admin,Inicio Registro de Articulo,2023-10-09 21:48:58
20231009215001290212,admin,Inicio Registro de Articulo,2023-10-09 21:50:01
20231009215007505228,admin,Inicio Inventario,2023-10-09 21:50:07
20231009215011919326,admin,Inicio Registro de Articulo,2023-10-09 21:50:11
20231009215041951010,admin,Inicio Registro de Articulo,2023-10-09 21:50:41
20231009215220761217,admin,Inicio Registro de Articulo,2023-10-09 21:52:20
20231009215248073335,admin,Inicio Registro de Articulo,2023-10-09 21:52:48
20231009215301735086,admin,Inicio Ventas,2023-10-09 21:53:01
